timestamp,value_0,value_1,value_2
1766162789448,0.38595003,0.46695003,9.732
1766162789448,0.38895002,0.453,9.7560005
1766162789450,0.39795002,0.42195,9.79695
1766162789455,0.41295,0.41400003,9.861
1766162789455,0.41295,0.40695003,9.89295
1766162789500,0.44595003,0.40995002,9.901951
1766162789500,0.44805002,0.41205,9.916051
1766162789500,0.42900002,0.41700003,9.93795
1766162789500,0.45105,0.43095002,9.972
1766162789500,0.46500003,0.45000002,9.972
1766162789500,0.381,0.46005002,9.97605
1766162789500,0.30495003,0.48105,9.97605
1766162789500,0.30195,0.50805,9.948001
1766162789500,0.31005,0.50805,9.916051
1766162789500,0.33405003,0.52005005,9.856951
1766162789500,0.35295,0.546,9.802051
1766162789500,0.36495003,0.57495004,9.7560005
1766162789500,0.36,0.58905005,9.72
1766162789500,0.384,0.57705003,9.706051
1766162789500,0.41505003,0.57705003,9.66705
1766162789500,0.48000002,0.57195,9.604951
1766162789500,0.52995,0.558,9.538051
1766162789500,0.56100005,0.54405004,9.52095
1766162789521,0.63495004,0.57000005,9.4810505
1766162789521,0.669,0.558,9.459001
1766162789521,0.71205,0.55305004,9.4470005
1766162789521,0.72900003,0.55305004,9.48795
1766162789521,0.74100006,0.56295,9.493051
1766162789521,0.74100006,0.52905005,9.47595
1766162789521,0.75195,0.522,9.45705
1766162789521,0.74100006,0.53895,9.438001
1766162789523,0.72900003,0.53895,9.415951
1766162789539,0.71205,0.53895,9.402
1766162789539,0.68805003,0.54405004,9.39
1766162789539,0.657,0.52905005,9.35595
1766162789539,0.642,0.53400004,9.387
1766162789539,0.62595004,0.52500004,9.394951
1766162789539,0.59400004,0.52695,9.39
1766162789539,0.58995,0.52905005,9.40695
1766162789542,0.55605,0.53205,9.415951
1766162789544,0.537,0.52500004,9.430051
1766162789547,0.51795,0.52005005,9.505051
1766162789549,0.50100005,0.53400004,9.568951
1766162789552,0.52305,0.50805,9.64395
1766162789559,0.537,0.50295,9.708
1766162789559,0.53505003,0.513,9.77505
1766162789560,0.50805,0.49800003,9.8230505
1766162789561,0.50295,0.48900002,9.856951
1766162789564,0.492,0.47895002,9.89505
1766162789567,0.48705003,0.45795003,9.909
1766162789569,0.46995002,0.43800002,9.924001
1766162789590,0.46995002,0.45000002,9.945001
1766162789590,0.47700003,0.43605003,9.94995
1766162789590,0.47205,0.42405003,9.95205
1766162789590,0.492,0.41205,9.948001
1766162789590,0.54195005,0.39795002,9.94305
1766162789590,0.56295,0.39105,9.92595
1766162789590,0.60405004,0.37095,9.889951
1766162789590,0.66195005,0.35505003,9.865951
1766162789609,0.69000006,0.33495003,9.849001
1766162789609,0.72105,0.32595003,9.81795
1766162789609,0.76395005,0.33495003,9.747001
1766162789609,0.77400005,0.35895002,9.736951
1766162789609,0.76695,0.40005,9.727051
1766162789609,0.78405005,0.43800002,9.723001
1766162789609,0.76395005,0.462,9.691051
1766162789609,0.73095006,0.51000005,9.663
1766162789612,0.702,0.53895,9.651
1766162789614,0.669,0.55305004,9.62205
1766162789616,0.65400004,0.56295,9.64095
1766162789619,0.64695,0.55995005,9.615001
1766162789644,0.62805,0.55095005,9.62205
1766162789644,0.63795,0.549,9.624001
1766162789644,0.642,0.52500004,9.627001
1766162789644,0.62595004,0.50805,9.65295
1766162789644,0.609,0.49800003,9.715051
1766162789644,0.56595004,0.47400004,9.768001
1766162789644,0.53505003,0.47205,9.864
1766162789644,0.53205,0.46995002,9.93795
1766162789644,0.51105005,0.45495003,9.979051
1766162789644,0.50100005,0.42900002,10.021951
1766162789662,0.513,0.43095002,10.065001
1766162789662,0.53505003,0.40695003,10.12005
1766162789662,0.54195005,0.402,10.12005
1766162789662,0.55605,0.41205,10.12005
1766162789662,0.59205,0.40005,10.101001
1766162789662,0.62595004,0.39795002,10.078951
1766162789662,0.62100005,0.381,10.06005
1766162789664,0.64695,0.38805002,10.048051
1766162789667,0.66405004,0.40695003,9.996
1766162789669,0.69000006,0.43095002,9.96195
1766162789683,0.71205,0.44805002,9.89295
1766162789683,0.70500004,0.47205,9.835051
1766162789683,0.72900003,0.49305,9.7560005
1766162789683,0.70695,0.52695,9.694051
1766162789683,0.68295,0.55305004,9.63195
1766162789684,0.69495004,0.57000005,9.571951
1766162789702,0.66195005,0.58005005,9.5449505
1766162789702,0.64695,0.57705003,9.52095
1766162789702,0.61605,0.55605,9.517051
1766162789702,0.59400004,0.55095005,9.486
1766162789702,0.597,0.52695,9.46395
1766162789702,0.59205,0.51000005,9.44205
1766162789702,0.606,0.52005005,9.43305
1766162789707,0.633,0.48105,9.450001
1766162789709,0.66405004,0.47700003,9.4810505
1766162789711,0.69495004,0.48600003,9.519
1766162789714,0.717,0.48900002,9.59595
1766162789717,0.702,0.46995002,9.688951
1766162789729,0.702,0.44295,9.78495
1766162789729,0.69495004,0.43800002,9.885
1766162789729,0.68295,0.44805002,9.967051
1766162789729,0.666,0.42900002,10.009951
1766162789731,0.63000005,0.40695003,10.041
1766162789732,0.61095005,0.39105,10.08195
1766162789734,0.58500004,0.381,10.11495
1766162789780,0.52995,0.35895002,10.12005
1766162789780,0.52005005,0.35505003,10.134001
1766162789780,0.48900002,0.34500003,10.156051
1766162789780,0.50100005,0.34995002,10.156051
1766162789780,0.50595003,0.34005,10.137
1766162789780,0.52995,0.32805002,10.10295
1766162789780,0.55395,0.32595003,10.07505
1766162789780,0.59400004,0.32295,10.041
1766162789780,0.657,0.30405003,10.003051
1766162789780,0.717,0.31395,9.93105
1766162789780,0.75495005,0.34695002,9.889951
1766162789780,0.78105,0.35205,9.865951
1766162789780,0.79095006,0.37605003,9.80595
1766162789780,0.80805004,0.42195,9.757951
1766162789780,0.786,0.41400003,9.744
1766162789780,0.762,0.44595003,9.708
1766162789780,0.726,0.48600003,9.663
1766162789780,0.71895003,0.50100005,9.663
1766162789801,0.69705003,0.52005005,9.670051
1766162789801,0.68505,0.53895,9.639001
1766162789801,0.669,0.53205,9.615001
1766162789801,0.66405004,0.52905005,9.547951
1766162789801,0.669,0.52005005,9.526051
1766162789801,0.65400004,0.49605003,9.50205
1766162789801,0.68805003,0.49305,9.526051
1766162789801,0.67800003,0.48105,9.52095
1766162789801,0.68100005,0.47895002,9.519
1766162789804,0.69495004,0.47895002,9.543
1766162789807,0.69495004,0.47400004,9.556951
1766162789809,0.693,0.47895002,9.556951
1766162789811,0.68100005,0.47400004,9.556951
1766162789814,0.657,0.47205,9.5449505
1766162789817,0.65400004,0.49605003,9.556951
1766162789860,0.62295,0.50505,9.58605
1766162789860,0.60195005,0.522,9.62205
1766162789860,0.597,0.513,9.658051
1766162789860,0.58695,0.52005005,9.672001
1766162789860,0.59205,0.52695,9.700951
1766162789860,0.55395,0.522,9.723001
1766162789860,0.53205,0.522,9.724951
1766162789860,0.52305,0.513,9.76305
1766162789860,0.48405004,0.50100005,9.79695
1766162789860,0.47505003,0.50505,9.81105
1766162789860,0.46005002,0.49605003,9.84
1766162789860,0.46305,0.47895002,9.847051
1766162789860,0.45795003,0.48600003,9.84195
1766162789860,0.46305,0.462,9.837001
1766162789860,0.48705003,0.44805002,9.849001
1766162789860,0.50805,0.45495003,9.849001
1766162789860,0.51795,0.453,9.876
1766162789862,0.53895,0.47400004,9.889951
1766162789879,0.55095005,0.462,9.90705
1766162789879,0.57795,0.46500003,9.901951
1766162789879,0.58695,0.48105,9.90495
1766162789879,0.573,0.49095002,9.877951
1766162789879,0.58995,0.47700003,9.847051
1766162789879,0.58305,0.48405004,9.82995
1766162789879,0.56805,0.48105,9.78705
1766162789881,0.54405004,0.50805,9.744
1766162789884,0.52695,0.49305,9.703051
1766162789902,0.52500004,0.49305,9.66705
1766162789902,0.49905002,0.50295,9.658051
1766162789902,0.51795,0.49800003,9.63195
1766162789902,0.51495004,0.50505,9.61695
1766162789902,0.52995,0.50100005,9.62895
1766162789902,0.55395,0.49800003,9.651
1766162789902,0.58005005,0.49605003,9.687
1766162789904,0.60195005,0.48105,9.724951
1766162789906,0.64005005,0.46005002,9.75105
1766162789909,0.666,0.44295,9.769951
1766162789911,0.68805003,0.42405003,9.780001
1766162789914,0.70005006,0.41400003,9.79905
1766162789916,0.70695,0.41400003,9.7900505
1766162789959,0.69495004,0.41895002,9.78705
1766162789959,0.67605,0.41400003,9.792001
1766162789959,0.62595004,0.43095002,9.780001
1766162789959,0.58995,0.45495003,9.79695
1766162789959,0.57495004,0.46005002,9.78705
1766162789959,0.57105005,0.45000002,9.81105
1766162789959,0.56100005,0.45000002,9.826051
1766162789959,0.56100005,0.462,9.80595
1766162789959,0.56100005,0.47700003,9.81795
1766162789959,0.56295,0.46500003,9.802051
1766162789959,0.573,0.48600003,9.79395
1766162789959,0.56805,0.48405004,9.802051
1766162789959,0.58305,0.48405004,9.769951
1766162789959,0.57795,0.49095002,9.739051
1766162789959,0.59400004,0.49305,9.706051
1766162789959,0.606,0.50100005,9.658051
1766162789959,0.61605,0.53205,9.61695
1766162789982,0.60405004,0.54405004,9.61005
1766162789982,0.56805,0.58695,9.574051
1766162789982,0.55395,0.60105,9.604951
1766162789982,0.52305,0.61305004,9.592951
1766162789982,0.50100005,0.60105,9.591001
1766162789982,0.48705003,0.59400004,9.59595
1766162789982,0.48195,0.57495004,9.568951
1766162789982,0.48900002,0.56505,9.56505
1766162789982,0.453,0.53400004,9.567
1766162789984,0.441,0.51705,9.592951
1766162790005,0.42000002,0.51000005,9.636001
1766162790005,0.41505003,0.48405004,9.675
1766162790005,0.41700003,0.46005002,9.724951
1766162790005,0.432,0.45000002,9.74205
1766162790005,0.47205,0.44295,9.76605
1766162790005,0.50100005,0.43800002,9.74205
1766162790005,0.54195005,0.45495003,9.77295
1766162790005,0.54705,0.453,9.79695
1766162790006,0.58005005,0.453,9.8539505
1766162790009,0.60195005,0.46695003,9.877951
1766162790011,0.62805,0.47400004,9.91905
1766162790013,0.64500004,0.49800003,9.95205
1766162790016,0.67305005,0.48405004,9.948001
1766162790028,0.69495004,0.47895002,9.912001
1766162790028,0.72900003,0.46995002,9.864
1766162790028,0.76005006,0.462,9.81795
1766162790028,0.78105,0.46695003,9.769951
1766162790032,0.786,0.45495003,9.724951
1766162790032,0.77895004,0.47400004,9.688951
1766162790096,0.76005006,0.47700003,9.64395
1766162790096,0.73095006,0.51000005,9.64605
1766162790096,0.69495004,0.50295,9.651
1766162790096,0.67095006,0.50295,9.658051
1766162790096,0.64695,0.50100005,9.65295
1766162790096,0.609,0.48900002,9.675
1766162790096,0.58500004,0.49305,9.67905
1766162790096,0.58695,0.48105,9.696
1766162790096,0.58995,0.43800002,9.706051
1766162790096,0.56805,0.42900002,9.708
1766162790096,0.55395,0.40695003,9.688951
1766162790096,0.52695,0.40005,9.684
1766162790096,0.49905002,0.41700003,9.67695
1766162790096,0.47205,0.37605003,9.660001
1766162790096,0.46500003,0.36405003,9.62895
1766162790096,0.46305,0.36900002,9.624001
1766162790096,0.46500003,0.381,9.615001
1766162790096,0.453,0.37095,9.603001
1766162790096,0.46995002,0.393,9.58605
1766162790096,0.46005002,0.393,9.59595
1766162790096,0.47505003,0.39495003,9.591001
1766162790096,0.48705003,0.41895002,9.61695
1766162790096,0.48900002,0.43800002,9.639001
1766162790096,0.51105005,0.43605003,9.639001
1766162790096,0.51795,0.462,9.66705
1766162790096,0.549,0.46695003,9.706051
1766162790121,0.57495004,0.46005002,9.75105
1766162790121,0.58005005,0.48405004,9.802051
1766162790121,0.59400004,0.462,9.861
1766162790121,0.61605,0.453,9.9210005
1766162790121,0.61395,0.441,9.981001
1766162790121,0.62100005,0.43395,10.06305
1766162790121,0.609,0.41205,10.10595
1766162790121,0.61605,0.41400003,10.113001
1766162790121,0.62295,0.39105,10.110001
1766162790121,0.63000005,0.36705002,10.11495
1766162790124,0.64995,0.34995002,10.098001
1766162790126,0.68100005,0.333,10.078951
1766162790129,0.71400005,0.31905,10.07505
1766162790131,0.73605,0.34500003,10.042951
1766162790143,0.76005006,0.34995002,10.021951
1766162790143,0.79605,0.37395,10.009951
1766162790143,0.79605,0.40005,9.96405
1766162790143,0.79095006,0.42405003,9.900001
1766162790144,0.75705004,0.46695003,9.832951
1766162790146,0.71205,0.49095002,9.74895
1766162790149,0.67305005,0.48105,9.703051
1766162790165,0.63795,0.51705,9.63195
1766162790165,0.58695,0.522,9.567
1766162790165,0.53895,0.513,9.5449505
1766162790165,0.48195,0.51000005,9.55305
1766162790165,0.48000002,0.49605003,9.59595
1766162790165,0.47700003,0.47700003,9.580951
1766162790187,0.49905002,0.45795003,9.59805
1766162790187,0.53505003,0.42195,9.61005
1766162790187,0.55395,0.41700003,9.612
1766162790187,0.58305,0.40695003,9.63195
1766162790187,0.59400004,0.43095002,9.66705
1766162790187,0.58695,0.41205,9.700951
1766162790187,0.597,0.41205,9.75105
1766162790187,0.59895,0.453,9.79905
1766162790187,0.59400004,0.441,9.80895
1766162790188,0.60405004,0.46500003,9.844951
1766162790191,0.606,0.46695003,9.877951
1766162790193,0.63000005,0.48105,9.856951
1766162790196,0.64005005,0.46695003,9.880951
1766162790199,0.657,0.47205,9.877951
1766162790208,0.67095006,0.45495003,9.84195
1766162790208,0.67605,0.44805002,9.80595
1766162790208,0.68505,0.44805002,9.77505
1766162790210,0.69705003,0.41895002,9.732
1766162790211,0.67605,0.43095002,9.73005
1766162790213,0.67605,0.43800002,9.715051
1766162790237,0.67800003,0.44805002,9.670051
1766162790237,0.67605,0.47700003,9.66495
1766162790237,0.67800003,0.46005002,9.648001
1766162790237,0.68295,0.49305,9.612
1766162790237,0.67095006,0.50505,9.591001
1766162790237,0.657,0.52500004,9.562051
1766162790237,0.657,0.51705,9.556951
1766162790237,0.657,0.53205,9.556951
1766162790237,0.70500004,0.549,9.550051
1766162790239,0.717,0.52695,9.538051
1766162790241,0.74505,0.52695,9.543
1766162790244,0.74805003,0.51495004,9.541051
1766162790246,0.70500004,0.51705,9.5449505
1766162790260,0.66405004,0.50505,9.591001
1766162790261,0.60195005,0.48600003,9.639001
1766162790261,0.53505003,0.47700003,9.67695
1766162790261,0.45795003,0.462,9.67905
1766162790261,0.40995002,0.44805002,9.711
1766162790263,0.35700002,0.42405003,9.703051
1766162790264,0.36900002,0.43095002,9.706051
1766162790285,0.372,0.40995002,9.700951
1766162790285,0.393,0.40005,9.703051
1766162790285,0.40500003,0.41205,9.71805
1766162790285,0.45105,0.39495003,9.75405
1766162790285,0.47700003,0.40005,9.79905
1766162790285,0.51105005,0.38805002,9.802051
1766162790285,0.50805,0.38805002,9.81795
1766162790285,0.54195005,0.39495003,9.844951
1766162790306,0.56595004,0.41400003,9.852
1766162790306,0.55395,0.43095002,9.876
1766162790306,0.53205,0.40695003,9.89295
1766162790306,0.549,0.41895002,9.9210005
1766162790306,0.59400004,0.42600003,9.933001
1766162790306,0.60405004,0.40995002,9.948001
1766162790306,0.606,0.40005,9.95505
1766162790306,0.64995,0.41205,9.936001
1766162790306,0.68295,0.39495003,9.94305
1766162790328,0.702,0.40695003,9.89505
1766162790328,0.74100006,0.41895002,9.864
1766162790328,0.77205,0.42405003,9.826051
1766162790328,0.79800004,0.45795003,9.769951
1766162790328,0.79305005,0.45000002,9.757951
1766162790328,0.77205,0.48105,9.735001
1766162790328,0.74805003,0.50295,9.744
1766162790328,0.70905006,0.52695,9.715051
1766162790330,0.69000006,0.52905005,9.703051
1766162790331,0.657,0.50805,9.684
1766162790353,0.64695,0.513,9.66495
1766162790354,0.61800003,0.522,9.627001
1766162790354,0.61605,0.50295,9.624001
1766162790354,0.609,0.47400004,9.627001
1766162790354,0.61395,0.48105,9.62895
1766162790354,0.62100005,0.47400004,9.65295
1766162790354,0.64005005,0.47895002,9.696
1766162790354,0.62805,0.453,9.747001
1766162790354,0.64695,0.43605003,9.76305
1766162790356,0.666,0.42195,9.80595
1766162790367,0.65205,0.41895002,9.859051
1766162790367,0.63495004,0.41400003,9.865951
1766162790367,0.62295,0.39495003,9.916051
1766162790367,0.58695,0.38805002,9.924001
1766162790380,0.57495004,0.38805002,9.936001
1766162790380,0.58005005,0.37095,9.90705
1766162790380,0.597,0.37905002,9.92805
1766162790380,0.642,0.37395,9.897
1766162790380,0.669,0.36705002,9.868951
1766162790380,0.67605,0.35700002,9.844951
1766162790406,0.68505,0.35505003,9.81105
1766162790406,0.68505,0.36405003,9.77505
1766162790406,0.67095006,0.38805002,9.747001
1766162790406,0.63000005,0.39105,9.694051
1766162790406,0.59895,0.40695003,9.675
1766162790406,0.56100005,0.42195,9.660001
1766162790406,0.52500004,0.40995002,9.63405
1766162790406,0.47700003,0.42405003,9.62895
1766162790406,0.45600003,0.42405003,9.62895
1766162790406,0.44805002,0.42195,9.66495
1766162790408,0.393,0.41400003,9.684
1766162790411,0.384,0.43095002,9.706051
1766162790413,0.381,0.42195,9.747001
1766162790439,0.40500003,0.42195,9.79905
1766162790439,0.41700003,0.40995002,9.837001
1766162790439,0.44805002,0.393,9.82995
1766162790439,0.47700003,0.36900002,9.826051
1766162790439,0.51795,0.36195,9.792001
1766162790439,0.58995,0.37905002,9.7900505
1766162790439,0.61800003,0.38805002,9.804001
1766162790439,0.64695,0.39795002,9.79695
1766162790439,0.67800003,0.40500003,9.82995
1766162790439,0.73095006,0.40695003,9.849001
1766162790440,0.76395005,0.42195,9.8539505
1766162790443,0.80295,0.41700003,9.8539505
1766162790446,0.846,0.43395,9.847051
1766162790466,0.82695,0.45000002,9.837001
1766162790466,0.83400005,0.462,9.828
1766162790466,0.82005006,0.453,9.81105
1766162790466,0.81495005,0.45795003,9.77805
1766162790466,0.77595,0.46500003,9.769951
1766162790466,0.73605,0.44805002,9.736951
1766162790466,0.70005006,0.45795003,9.708
1766162790466,0.65895003,0.43605003,9.694051
1766162790489,0.61800003,0.41205,9.66705
1766162790489,0.60405004,0.41895002,9.64095
1766162790489,0.61605,0.40005,9.615001
1766162790489,0.60405004,0.39495003,9.591001
1766162790489,0.60195005,0.39495003,9.58395
1766162790489,0.58995,0.41205,9.57705
1766162790489,0.58695,0.41700003,9.555
1766162790489,0.573,0.44595003,9.547951
1766162790489,0.56100005,0.46995002,9.574051
1766162790491,0.58995,0.48405004,9.60795
1766162790493,0.61395,0.49800003,9.62895
1766162790495,0.67605,0.51000005,9.64605
1766162790512,0.71400005,0.513,9.651
1766162790512,0.717,0.52905005,9.663
1766162790512,0.75195,0.51705,9.711
1766162790512,0.76005006,0.51495004,9.73005
1766162790512,0.74295,0.51000005,9.7560005
1766162790512,0.72105,0.49800003,9.77505
1766162790535,0.70500004,0.50295,9.84
1766162790535,0.67605,0.47700003,9.877951
1766162790535,0.65895003,0.45000002,9.91905
1766162790535,0.66195005,0.41205,9.96405
1766162790535,0.67305005,0.37905002,10.000051
1766162790535,0.693,0.37095,10.036051
1766162790535,0.702,0.34695002,10.042951
1766162790535,0.70500004,0.32805002,10.021951
1766162790535,0.70005006,0.321,10.033951
1766162790536,0.68295,0.33795002,10.021951
1766162790538,0.66195005,0.32805002,10.005
1766162790540,0.633,0.32295,9.98595
1766162790543,0.61095005,0.33495003,9.96
1766162790545,0.56295,0.34005,9.92805
1766162790555,0.53205,0.34995002,9.909
1766162790555,0.49905002,0.37605003,9.900001
1766162790555,0.48900002,0.402,9.861
1766162790555,0.47505003,0.40500003,9.80595
1766162790558,0.48405004,0.402,9.75405
1766162790561,0.52500004,0.40695003,9.67695
1766162790584,0.58005005,0.41700003,9.603001
1766162790584,0.62805,0.43095002,9.574051
1766162790584,0.66195005,0.43605003,9.562051
1766162790584,0.69000006,0.45495003,9.568951
1766162790584,0.70005006,0.48105,9.580951
1766162790584,0.657,0.48405004,9.59805
1766162790584,0.65895003,0.49305,9.58605
1766162790584,0.67800003,0.50295,9.567
1766162790584,0.66195005,0.47700003,9.574051
1766162790585,0.67305005,0.46500003,9.568951
1766162790588,0.69705003,0.453,9.58605
1766162790590,0.69495004,0.44595003,9.63195
1766162790593,0.71400005,0.43800002,9.675
1766162790595,0.73305005,0.41400003,9.715051
1766162790607,0.74295,0.41205,9.79695
1766162790607,0.74100006,0.39495003,9.84195
1766162790607,0.72105,0.39795002,9.861
1766162790607,0.702,0.37605003,9.901951
1766162790609,0.68505,0.37395,9.91905
1766162790610,0.666,0.39495003,9.91905
1766162790628,0.61605,0.381,9.912001
1766162790628,0.61605,0.37905002,9.92805
1766162790628,0.58695,0.381,9.912001
1766162790628,0.597,0.39495003,9.885
1766162790628,0.58005005,0.402,9.873
1766162790628,0.56100005,0.42195,9.826051
1766162790628,0.54195005,0.42405003,9.814051
1766162790651,0.52695,0.42600003,9.77805
1766162790651,0.49605003,0.42600003,9.75405
1766162790651,0.45105,0.40995002,9.73005
1766162790651,0.45795003,0.40695003,9.72
1766162790651,0.48405004,0.41895002,9.691051
1766162790651,0.51105005,0.41895002,9.655951
1766162790651,0.51795,0.39495003,9.612
1766162790651,0.55395,0.40005,9.568951
1766162790651,0.58005005,0.38295,9.498
1766162790653,0.62100005,0.38595003,9.495001
1766162790655,0.68100005,0.40005,9.45705
1766162790658,0.74295,0.39495003,9.486
1766162790661,0.786,0.37395,9.5140505
1766162790680,0.83895004,0.37905002,9.493051
1766162790680,0.87705004,0.39105,9.47805
1766162790680,0.90105003,0.38595003,9.495001
1766162790680,0.91995007,0.40500003,9.5119505
1766162790680,0.93195003,0.40695003,9.531
1766162790680,0.89400005,0.43395,9.559951
1766162790680,0.84795004,0.42600003,9.58395
1766162790684,0.81495005,0.44295,9.639001
1766162790684,0.79995006,0.44805002,9.684
1766162790685,0.786,0.42900002,9.724951
1766162790688,0.79800004,0.43605003,9.736951
1766162790690,0.80805004,0.41700003,9.76605
1766162790693,0.79800004,0.42195,9.7560005
1766162790695,0.80505,0.42900002,9.77805
1766162790720,0.78105,0.41205,9.802051
1766162790720,0.75705004,0.43095002,9.844951
1766162790720,0.68505,0.45795003,9.876
1766162790720,0.62805,0.47895002,9.93105
1766162790720,0.58995,0.48405004,10.00695
1766162790720,0.58305,0.48600003,10.009951
1766162790720,0.57495004,0.50505,10.015051
1766162790720,0.60195005,0.513,9.96195
1766162790720,0.64005005,0.50100005,9.900001
1766162790720,0.633,0.50805,9.873
1766162790723,0.63495004,0.50100005,9.84195
1766162790725,0.64500004,0.48600003,9.78705
1766162790728,0.63000005,0.46695003,9.78495
1766162790745,0.609,0.47205,9.78495
1766162790745,0.59895,0.46695003,9.78495
1766162790745,0.58500004,0.462,9.769951
1766162790745,0.58005005,0.43395,9.80595
1766162790745,0.57495004,0.40995002,9.826051
1766162790745,0.58500004,0.393,9.84
1766162790767,0.609,0.35505003,9.856951
1766162790767,0.62100005,0.33105,9.901951
1766162790767,0.66195005,0.31905,9.90495
1766162790767,0.67095006,0.29505002,9.897
1766162790767,0.69000006,0.264,9.885
1766162790767,0.70695,0.27105,9.91905
1766162790767,0.71205,0.27795002,9.91905
1766162790767,0.71895003,0.3,9.94305
1766162790767,0.726,0.29505002,9.945001
1766162790769,0.73605,0.30705002,9.94995
1766162790771,0.76905006,0.333,9.94005
1766162790772,0.77895004,0.34995002,9.92595
1766162790775,0.81495005,0.38295,9.885
1766162790778,0.84105,0.40500003,9.81105
1766162790780,0.85800004,0.44595003,9.74205
1766162790783,0.88905007,0.46500003,9.694051
1766162790785,0.92505,0.48105,9.615001
1766162790788,0.89895004,0.48900002,9.556951
1766162790805,0.89595,0.52695,9.523951
1766162790805,0.89100003,0.52905005,9.519
1766162790805,0.88695,0.54105,9.49995
1766162790805,0.85800004,0.55995005,9.495001
1766162790805,0.80295,0.56805,9.493051
1766162790805,0.76005006,0.57495004,9.517051
1766162790805,0.70905006,0.56295,9.529051
1766162790810,0.63795,0.513,9.57705
1766162790827,0.63795,0.47400004,9.591001
1766162790827,0.633,0.45000002,9.603001
1766162790827,0.62805,0.41700003,9.588
1766162790827,0.669,0.37905002,9.556951
1766162790827,0.67095006,0.36900002,9.52095
1766162790827,0.68505,0.36195,9.4810505
1766162790829,0.70695,0.37395,9.46395
1766162790830,0.70005006,0.38595003,9.435
1766162790833,0.693,0.39495003,9.40905
